type,title,director,country,release_year,age_rating,genre,rating,stars,votes,month_added,year_added,duration_min,seasons
Movie,memories of a murderer: the nilsen tapes,Michael Harte,Not Given,2021,TV-MA,Documentaries,6.3,Michael Harte,3549,8,2021,86,0
Movie,out of my league,Alice Filippi,Not Given,2020,TV-MA,Comedies,6.1,Alice Filippi,2856,8,2021,92,0
Movie,nneka the pretty serpent,Tosin Igho,Not Given,2020,TV-14,Dramas,3.8,Tosin Igho,128,8,2021,140,0
Movie,beckett,Ferdinando Cito Filomarino,Italy,2021,TV-MA,Action & Adventure,5.6,Ferdinando Cito Filomarino,26117,8,2021,110,0
TV Show,gone for good,Juan Carlos Medina,France,2021,TV-MA,Crime TV Shows,6.3,Finnegan Oldfield,4207,8,2021,0,1
TV Show,valeria,Inma Torrente,Spain,2021,TV-MA,International TV Shows,6.5,Diana Gómez,5840,8,2021,0,2
TV Show,valeria,Inma Torrente,Spain,2021,TV-MA,International TV Shows,7.3,Inma Torrente,114,8,2021,0,2
TV Show,valeria,Inma Torrente,Spain,2021,TV-MA,International TV Shows,7.4,Nely Reguera,93,8,2021,0,2
TV Show,valeria,Inma Torrente,Spain,2021,TV-MA,International TV Shows,7.6,Inma Torrente,92,8,2021,0,2
Movie,lokillo: nothing's the same,Julián Gaviria,Colombia,2021,TV-MA,Stand-Up Comedy,4.8,Julian Gaviria,55,8,2021,64,0
Movie,monster hunter: legends of the guild,Steven Yamamoto,United States,2021,TV-PG,Action & Adventure,5.1,Steve Yamamoto,1312,8,2021,59,0
Movie,misha and the wolves,Sam Hobkinson,Belgium,2021,PG-13,Documentaries,6.7,Sam Hobkinson,2613,8,2021,90,0
Movie,the kissing booth 3,Vince Marcello,United Kingdom,2021,TV-14,Comedies,4.7,Vince Marcello,16962,8,2021,114,0
Movie,super monsters furever friends,Not Given,Pakistan,2019,TV-Y,Children & Family Movies,5.6,Elyse Maloway,69,4,2019,59,0
Movie,antoine griezmann: the making of a legend,Not Given,Pakistan,2019,TV-PG,Documentaries,6.5,,1192,3,2019,60,0
TV Show,the disappearance of madeleine mccann,Not Given,Pakistan,2019,TV-14,Crime TV Shows,6.6,Anthony Summers,10833,3,2019,0,1
TV Show,larva island,Not Given,Pakistan,2019,TV-Y7,Kids' TV,6.5,Eddy Lee,431,3,2019,0,2
TV Show,losers,Not Given,Pakistan,2019,TV-MA,Docuseries,7.6,Mickey Rourke,1805,3,2019,0,1
TV Show,larry charles' dangerous world of comedy,Not Given,Pakistan,2019,TV-MA,Docuseries,7.3,Larry Charles,584,2,2019,0,1
TV Show,the 43,Not Given,Pakistan,2019,TV-MA,Crime TV Shows,7.1,Paco Ignacio Taibo II,151,2,2019,0,1
TV Show,dinotrux supercharged,Not Given,Pakistan,2018,TV-Y7,Kids' TV,7.5,Andrew Francis,98,8,2018,0,3
TV Show,paprika,Not Given,Pakistan,2018,TV-Y,Kids' TV,7.9,David Gasman,31,1,2019,0,1
Movie,untold: malice at the palace,Floyd Russ,United States,2021,TV-MA,Documentaries,7.5,Floyd Russ,8438,8,2021,70,0
TV Show,memory love,Not Given,Pakistan,2017,TV-14,International TV Shows,7.9,Mandy Wei,67,1,2019,0,1
TV Show,navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",India,2021,TV-MA,TV Shows,5.8,Azhagam Perumal,3580,8,2021,0,1
Movie,quam's money,Kayode Kasum,Nigeria,2020,TV-MA,Comedies,3.8,Kayode Kasum,68,8,2021,115,0
Movie,the swarm,Just Philippot,France,2021,TV-14,Horror Movies,5.3,Just Philippot,7043,8,2021,102,0
Movie,vivo,"Kirk DeMicco, Brandon Jeffords",Canada,2021,PG,Children & Family Movies,6.6,Kirk DeMicco,18809,8,2021,100,0
TV Show,trigger warning with killer mike,Not Given,Pakistan,2019,TV-MA,Docuseries,6.9,Killer Mike,1255,1,2019,0,1
TV Show,back with the ex,Not Given,Pakistan,2018,TV-MA,International TV Shows,6.2,,638,1,2019,0,1
TV Show,see you in time,Not Given,Pakistan,2017,TV-14,International TV Shows,7.2,Hans Chung,38,1,2019,0,1
Movie,bill hicks: reflections,Not Given,Pakistan,2015,TV-MA,Documentaries,6.7,Rodrigo Pelmonto,152,12,2018,34,0
TV Show,inside the real narcos,Not Given,Pakistan,2018,TV-MA,British TV Shows,7.5,Jason Fox,754,12,2018,0,1
TV Show,kulipari: dream walker,Not Given,Pakistan,2018,TV-Y7,Kids' TV,7.4,Mark Hamill,96,11,2018,0,1
Movie,'76,Izu Ojukwu,Nigeria,2016,TV-PG,Dramas,5.6,Izu Ojukwu,234,8,2021,118,0
Movie,aftermath,Peter Winther,United States,2021,TV-MA,Horror Movies,5.3,Peter Winther,16046,8,2021,115,0
TV Show,cocaine cowboys: the kings of miami,Billy Corben,United States,2021,TV-MA,Crime TV Shows,7.1,Alexia Echevarria,2793,8,2021,0,1
Movie,pray away,Kristine Stolakis,United States,2021,PG-13,Documentaries,6.5,Kristine Stolakis,3005,8,2021,102,0
TV Show,salt fat acid heat,Not Given,Pakistan,2018,TV-PG,Docuseries,7.7,Samin Nosrat,2505,10,2018,0,1
TV Show,dancing queen,Not Given,Pakistan,2018,TV-14,Reality TV,7.0,Alyssa Edwards,1630,10,2018,0,1
TV Show,battlefish,Not Given,Pakistan,2018,TV-MA,Reality TV,7.1,Justin Bradbury,451,9,2018,0,1
Movie,boyka: undisputed,Todor Chapkanov,Bulgaria,2016,R,Action & Adventure,6.9,Todor Chapkanov,29267,8,2021,90,0
Movie,cloudy with a chance of meatballs,"Phil Lord, Christopher Miller",United States,2009,PG,Children & Family Movies,3.3,Mark Robert Edwards,774,8,2021,90,0
Movie,the lincoln lawyer,Brad Furman,United States,2011,R,Dramas,7.7,Manuel Garcia-Rulfo,35356,8,2021,118,0
Movie,the lincoln lawyer,Brad Furman,United States,2011,R,Dramas,7.3,Brad Furman,238378,8,2021,118,0
Movie,bartkowiak,Daniel Markowicz,Poland,2021,TV-MA,Action & Adventure,5.1,Daniel Markowicz,1237,7,2021,92,0
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.6,Grant Gustin,344187,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.7,Chris Peppe,2081,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.3,Sarah Boyd,1913,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.5,Marcus Stokes,1895,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.4,Menhaj Huda,1854,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.3,Danielle Panabaker,1894,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,8.4,Chad Lowe,2296,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.9,Michael Nankin,1915,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,6.9,Stefan Pleszczynski,1666,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,4.9,Sudz Sutherland,2124,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.0,Chris Peppe,1582,7,2021,0,7
TV Show,the flash,Glen Winter,United States,2021,TV-14,Crime TV Shows,7.5,Stefan Pleszczynski,1574,7,2021,0,7
TV Show,chef's table: france,Not Given,Pakistan,2016,TV-14,Docuseries,8.2,Alexandre Couillon,1751,9,2016,0,1
Movie,the vault,Jaume Balagueró,Not Given,2021,R,Action & Adventure,6.4,Jaume Balagueró,25121,7,2021,118,0
Movie,the last mercenary,David Charhon,Not Given,2021,TV-MA,Action & Adventure,5.3,David Charhon,8638,7,2021,112,0
Movie,resort to love,Steven Tsuchida,Not Given,2021,TV-14,Comedies,5.7,Steven K. Tsuchida,5955,7,2021,102,0
Movie,mimi,Laxman Utekar,India,2021,TV-14,Comedies,7.9,Rajesh Bhatia,39063,7,2021,132,0
Movie,bankrolled,Marcos Bucay,Mexico,2021,TV-MA,Comedies,4.0,Marcos Bucay,320,7,2021,97,0
Movie,hostage house,David Benullo,Not Given,2021,TV-14,Thrillers,3.9,David Benullo,883,7,2021,86,0
TV Show,plastic cup boyz: laughing my mask off!,"Royale Watkins, Rich Schlansker",Not Given,2021,TV-MA,Stand-Up Comedy & Talk Shows,5.4,Royale Watkins,43,7,2021,0,1
Movie,blood red sky,Peter Thorwarth,Not Given,2021,TV-MA,Action & Adventure,6.1,Peter Thorwarth,48309,7,2021,123,0
Movie,the last letter from your lover,Augustine Frizzell,United Kingdom,2021,TV-MA,Dramas,6.7,Augustine Frizzell,17875,7,2021,111,0
Movie,words bubble up like soda pop,Kyohei Ishiguro,Not Given,2021,TV-G,Anime Features,6.8,Kyohei Ishiguro,3909,7,2021,87,0
Movie,trollhunters: rise of the titans,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco",Not Given,2021,TV-Y7,Children & Family Movies,6.6,Johane Matte,4970,7,2021,106,0
Movie,deep,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",Thailand,2021,TV-MA,Dramas,4.8,Sita Likitvanichkul,1483,7,2021,101,0
TV Show,naomi osaka,Garrett Bradley,Not Given,2021,TV-14,Docuseries,6.3,Naomi Osaka,1323,7,2021,0,1
Movie,a perfect fit,Hadrah Daeng Ratu,Indonesia,2021,TV-PG,Comedies,5.3,Hadrah Daeng Ratu,610,7,2021,113,0
Movie,emicida: amarelo - live in são paulo,Fred Ouro Preto,Not Given,2021,TV-MA,Documentaries,7.7,Fred Ouro Preto,47,7,2021,100,0
TV Show,heist,Not Given,Pakistan,2021,TV-MA,Crime TV Shows,6.1,Scott Mann,30618,7,2021,0,1
TV Show,heist,Not Given,Pakistan,2021,TV-MA,Crime TV Shows,6.8,William Guirola,1812,7,2021,0,1
Movie,a classic horror story,"Roberto De Feo, Paolo Strippoli",Italy,2021,TV-MA,Horror Movies,5.7,Roberto De Feo,18171,7,2021,95,0
TV Show,nuestra lucha libre,Not Given,Pakistan,2018,TV-MA,Docuseries,7.5,Negro Casas,30,8,2018,0,1
Movie,my amanda,Alessandra de Rossi,Not Given,2021,TV-14,Dramas,5.7,Alessandra de Rossi,320,7,2021,90,0
Movie,gunpowder milkshake,Navot Papushado,Not Given,2021,R,Action & Adventure,6.0,Navot Papushado,43839,7,2021,115,0
Movie,lee su-geun: the sense coach,Kim Joo-hyung,South Korea,2021,TV-G,Stand-Up Comedy,4.2,Soo Geun Lee,37,7,2021,46,0
TV Show,revenge,Not Given,Pakistan,2017,TV-MA,Crime TV Shows,7.8,Madeleine Stowe,119927,5,2019,0,1
TV Show,revenge,Not Given,Pakistan,2017,TV-MA,Crime TV Shows,6.4,Coralie Fargeat,43575,5,2019,0,1
TV Show,towies,Not Given,Pakistan,2016,TV-MA,International TV Shows,6.2,Adrian Jarrett,6,12,2017,0,1
TV Show,the mire,Jan Holoubek,Poland,2021,TV-MA,Crime TV Shows,7.0,Dawid Ogrodnik,4460,7,2021,0,2
Movie,nightbooks,David Yarovesky,Not Given,2021,TV-PG,Children & Family Movies,5.7,David Yarovesky,8827,9,2021,103,0
Movie,a land imagined,Yeo Siew Hua,France,2019,TV-MA,Dramas,6.2,Siew Hua Yeo,1325,7,2021,95,0
Movie,schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Not Given,2021,TV-14,Documentaries,7.4,Hanns-Bruno Kammertöns,22922,9,2021,113,0
Movie,a storybots space adventure,David A. Vargas,Not Given,2021,TV-Y,Children & Family Movies,7.2,David A. Vargas,10,9,2021,13,0
Movie,shiny_flakes: the teenage drug lord,"Eva Müller, Michael Schmitt",Not Given,2021,TV-MA,Documentaries,7.3,Eva Müller,4909,8,2021,97,0
Movie,private network: who killed manuel buendía?,Manuel Alcalá,Not Given,2021,TV-MA,Documentaries,6.9,Manuel Alcalá,242,7,2021,100,0
Movie,the guide to the perfect family,Ricardo Trogi,Not Given,2021,TV-MA,Comedies,6.4,Ricardo Trogi,1726,7,2021,102,0
Movie,major grom: plague doctor,Oleg Trofim,Not Given,2021,TV-MA,Action & Adventure,6.3,Oleg Trofim,12216,7,2021,138,0
Movie,har kisse ke hisse: kaamyaab,Hardik Mehta,India,2020,TV-14,Dramas,7.8,Hardik Mehta,4253,7,2021,105,0
Movie,rise: ini kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",Malaysia,2018,TV-PG,Dramas,5.0,Nik Amir Mustapha,46,7,2021,101,0
Movie,si doel the movie 2,Rano Karno,Indonesia,2019,TV-G,Dramas,6.8,Rano Karno,185,7,2021,95,0
Movie,haseen dillruba,Vinil Mathew,India,2021,TV-MA,International Movies,6.9,Vinil Mathew,26893,7,2021,136,0
Movie,audible,Matt Ogens,Not Given,2021,PG-13,Documentaries,6.7,Matthew Ogens,2395,7,2021,39,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,6.9,Daveed Diggs,54342,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.1,Bong Joon Ho,359095,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.7,Christoph Schrewe,1444,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,8.2,Leslie Hope,1472,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.2,Rebecca Rodriguez,988,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.7,Rebecca Rodriguez,1108,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.7,Clare Kilner,1012,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,8.1,Clare Kilner,1210,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.5,Christoph Schrewe,1227,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.5,David Frazee,1149,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.1,David Frazee,1096,7,2021,126,0
Movie,snowpiercer,Bong Joon Ho,South Korea,2013,R,Action & Adventure,7.2,Leslie Hope,1019,7,2021,126,0
Movie,the 8th night,Kim Tae-hyung,South Korea,2021,TV-14,Horror Movies,5.3,Kim Tae-hyung,3471,7,2021,116,0
Movie,dynasty warriors,Chow Hin Yeung Roy,Not Given,2021,TV-14,Action & Adventure,4.7,Roy Hin Yeung Chow,2189,7,2021,118,0
Movie,charlie's angels,McG,United States,2000,PG-13,Action & Adventure,4.9,Elizabeth Banks,73202,7,2021,98,0
TV Show,masameer county,Malik Nejer,Saudi Arabia,2021,TV-MA,International TV Shows,8.1,Hgm Moejione Mohammed Gaber,1796,7,2021,0,1
TV Show,quarantine tales,"Sidharta Tata, Aco Tenriyagelli, Dian Sastrowardoyo, Ifa Isfansyah, Jason Iskandar",Not Given,2020,TV-MA,International TV Shows,6.2,Ifa Isfansyah,130,7,2021,0,1
Movie,the best of enemies,Robin Bissell,United States,2019,PG-13,Dramas,7.3,Robin Bissell,17179,7,2021,133,0
Movie,the karate kid,John G. Avildsen,United States,1984,PG,Action & Adventure,6.2,Harald Zwart,183166,7,2021,127,0
Movie,the tourist,Florian Henckel von Donnersmarck,United States,2010,PG-13,Action & Adventure,6.0,Florian Henckel von Donnersmarck,243244,7,2021,103,0
Movie,underworld,Len Wiseman,United States,2003,R,Action & Adventure,0.0,Theodore Melfi,0,7,2021,121,0
Movie,america: the motion picture,Matt Thompson,United States,2021,TV-MA,Action & Adventure,5.6,Matt Thompson,6488,6,2021,98,0
Movie,prime time,Jakub Piątek,Not Given,2021,TV-MA,Dramas,5.2,Jakub Piatek,1822,6,2021,92,0
TV Show,sophie: a murder in west cork,John Dower,United Kingdom,2021,TV-MA,British TV Shows,6.8,Ian Bailey,5424,6,2021,0,1
Movie,wanted,Nibal Arakji,Not Given,2019,TV-14,Comedies,7.6,Rebecca Gibney,6029,6,2021,90,0
Movie,into the wind,Sofie Šustková,Not Given,2018,TV-MA,Dramas,5.2,Kristoffer Rus,947,6,2021,76,0
Movie,the ice road,Jonathan Hensleigh,United States,2021,PG-13,Action & Adventure,5.6,Jonathan Hensleigh,40567,6,2021,109,0
TV Show,ray,"Srijit Mukherji, Vasan Bala, Abhishek Chaubey",Not Given,2021,TV-MA,International TV Shows,7.1,Bishakha Thapa,8895,6,2021,0,1
Movie,the house of flowers: the movie,Manolo Caro,Mexico,2021,TV-MA,Comedies,5.5,Manolo Caro,875,6,2021,88,0
Movie,good on paper,Kimmy Gatewood,Not Given,2021,TV-MA,Comedies,5.6,Kimmy Gatewood,12284,6,2021,94,0
Movie,murder by the coast,Tània Balló,Not Given,2021,TV-14,Documentaries,6.5,Tània Balló,2204,6,2021,89,0
Movie,broken,Anurin Nwunembom,Not Given,2019,TV-14,Dramas,6.9,Jenise Morgan,1164,6,2021,108,0
TV Show,cleo & cuquin,Fernando Moro,Spain,2020,TV-Y,Kids' TV,8.0,Kenna Pickard,100,6,2021,0,2
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,6.6,Lili Reinhart,143861,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.4,Pamela Romanowsky,1018,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,6.7,Gregory Smith,1010,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.5,Erin Feeley,964,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.2,Harry Jierjian,885,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.0,Gabriel Correa,855,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.4,Alex Pillai,885,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.6,Michael Goi,904,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.2,Gabriel Correa,829,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.0,Chell Stephen,779,6,2021,0,4
TV Show,riverdale,Rob Seidenglanz,United States,2019,TV-14,Crime TV Shows,7.1,Roxanne Benjamin,794,6,2021,0,4
Movie,jagame thandhiram,Karthik Subbaraj,India,2021,TV-MA,Action & Adventure,5.8,Karthik Subbaraj,11860,6,2021,159,0
Movie,fatherhood,Paul Weitz,United States,2021,PG-13,Dramas,6.6,Paul Weitz,37606,6,2021,111,0
TV Show,the rational life,Hsu Fu-chun,Taiwan,2021,TV-14,International TV Shows,8.1,Dylan Wang,509,6,2021,0,1
Movie,sweet & sour,Lee Kae-byeok,South Korea,2021,TV-14,Comedies,6.7,Kae-Byeok Lee,2624,6,2021,103,0
TV Show,let's eat,Sarawut Wichiensarn,Not Given,2021,TV-14,International TV Shows,7.7,Doo-Joon Yoon,617,6,2021,0,1
Movie,silver skates,Michael Lockshin,Not Given,2020,TV-MA,Action & Adventure,7.1,Michael Lockshin,6097,6,2021,138,0
Movie,security,Peter Chelsom,Italy,2021,TV-MA,Dramas,5.7,Alain Desrochers,19286,6,2021,119,0
Movie,security,Peter Chelsom,Italy,2021,TV-MA,Dramas,5.0,Peter Chelsom,2041,6,2021,119,0
Movie,sarbath,Prabhakaran,India,2021,TV-PG,Comedies,5.6,Prabhakaran,273,6,2021,113,0
Movie,skater girl,Manjari Makijany,United States,2021,PG,Children & Family Movies,6.6,Manjari Makijany,4368,6,2021,110,0
TV Show,trese,Jay Oliva,Philippines,2021,TV-MA,Anime Series,7.0,Shay Mitchell,3947,6,2021,0,1
Movie,wish dragon,Chris Appelhans,China,2021,PG,Children & Family Movies,7.2,Chris Appelhans,26608,6,2021,102,0
TV Show,power rangers dino fury,Not Given,United States,2021,TV-G,Kids' TV,6.8,Russell Curry,553,6,2021,0,1
Movie,copenhagen,Mark Raso,Canada,2014,TV-MA,Dramas,7.0,Mark Raso,13318,6,2021,99,0
Movie,awake,Mark Raso,United States,2021,TV-MA,Dramas,4.9,Mark Raso,21862,6,2021,97,0
Movie,awake,Mark Raso,United States,2021,TV-MA,Dramas,5.0,Aleksandr Chernyaev,3567,6,2021,97,0
Movie,tragic jungle,Yulene Olaizola,Mexico,2021,TV-MA,Dramas,5.6,Yulene Olaizola,971,6,2021,97,0
Movie,breaking boundaries: the science of our planet,Jonathan Clay,United States,2021,TV-PG,Documentaries,7.8,Jonathan Clay,2786,6,2021,74,0
TV Show,feel good,Ally Pankiw,United Kingdom,2021,TV-MA,Romantic TV Shows,7.5,Mae Martin,11158,6,2021,0,2
TV Show,feel good,Ally Pankiw,United Kingdom,2021,TV-MA,Romantic TV Shows,7.0,Ally Pankiw,381,6,2021,0,2
TV Show,feel good,Ally Pankiw,United Kingdom,2021,TV-MA,Romantic TV Shows,7.2,Ally Pankiw,318,6,2021,0,2
TV Show,feel good,Ally Pankiw,United Kingdom,2021,TV-MA,Romantic TV Shows,7.6,Ally Pankiw,309,6,2021,0,2
TV Show,feel good,Ally Pankiw,United Kingdom,2021,TV-MA,Romantic TV Shows,7.6,Ally Pankiw,288,6,2021,0,2
TV Show,feel good,Ally Pankiw,United Kingdom,2021,TV-MA,Romantic TV Shows,7.8,Ally Pankiw,299,6,2021,0,2
Movie,trippin' with the kandasamys,Jayan Moodley,South Africa,2021,TV-14,Comedies,5.0,Jayan Moodley,386,6,2021,94,0
Movie,xtreme,Daniel Benmayor,Spain,2021,TV-MA,Action & Adventure,5.8,Daniel Benmayor,4436,6,2021,112,0
Movie,alan saldaña: locked up,Alex Díaz,Mexico,2021,TV-MA,Stand-Up Comedy,4.8,Alex Díaz,29,6,2021,49,0
Movie,dancing queens,Helena Bergström,Sweden,2021,TV-MA,Comedies,5.6,Helena Bergström,1820,6,2021,111,0
Movie,a perfect ending,Nicole Conn,United States,2012,TV-MA,Dramas,5.6,Nicole Conn,4478,6,2021,110,0
Movie,carnaval,Leandro Neri,Brazil,2021,TV-MA,Comedies,4.0,Leandro Neri,930,6,2021,95,0
TV Show,ouran high school host club,Takuya Igarashi,Japan,2006,TV-PG,Anime Series,8.2,Maaya Sakamoto,10124,6,2021,0,1
Movie,super monsters: once upon a rhyme,Steve Ball,United States,2021,TV-Y,Children & Family Movies,5.8,Cynthia de Pando,39,6,2021,25,0
Movie,then came you,Peter Hutchings,United States,2019,TV-MA,Comedies,6.9,Peter Hutchings,12727,6,2021,97,0
Movie,welcome home,George Ratliff,United States,2018,R,Thrillers,5.2,George Ratliff,7838,6,2021,97,0
TV Show,word of honor,Gary Sing,Not Given,2021,TV-14,International TV Shows,8.6,Zhehan Zhang,3047,5,2021,0,1
Movie,blue miracle,Julio Quintana,United States,2021,TV-PG,Children & Family Movies,6.6,Julio Quintana,6955,5,2021,97,0
Movie,ghost lab,Paween Purijitpanya,Thailand,2021,TV-MA,Horror Movies,5.2,Paween Purijitpanya,1459,5,2021,118,0
Movie,soy rada: serendipity,Pablo Faro,Argentina,2021,TV-MA,Stand-Up Comedy,6.1,Pablo Faro,79,5,2021,70,0
Movie,baggio: the divine ponytail,Letizia Lamartire,Italy,2021,TV-MA,Dramas,6.1,Letizia Lamartire,4529,5,2021,92,0
Movie,nail bomber: manhunt,Daniel Vernon,Not Given,2021,TV-MA,Documentaries,6.3,Daniel Vernon,2192,5,2021,73,0
Movie,home,Tim Johnson,United States,2015,PG,Children & Family Movies,0.0,Ellie Foumbi,0,5,2021,94,0
Movie,army of the dead,Zack Snyder,United States,2021,R,Action & Adventure,5.7,Zack Snyder,171262,5,2021,148,0
Movie,oxygen,Alexandre Aja,France,2021,TV-14,Dramas,6.5,Alexandre Aja,38611,5,2021,102,0
Movie,hating peter tatchell,Christopher Amos,Australia,2020,TV-MA,Documentaries,7.6,Christopher Amos,804,5,2021,91,0
Movie,sabotage,David Ayer,United States,2014,R,Action & Adventure,5.7,David Ayer,63842,5,2021,109,0
Movie,small town crime,"Eshom Nelms, Ian Nelms",United States,2017,R,Thrillers,6.6,Eshom Nelms,11538,5,2021,92,0
Movie,sardar ka grandson,Kaashvie Nair,India,2021,TV-14,Comedies,4.2,Kaashvi Nair,4598,5,2021,140,0
Movie,cinema bandi,Praveen Kandregula,India,2021,TV-MA,Comedies,7.9,Praveen Kandregula,2524,5,2021,99,0
Movie,ferry,Cecilia Verheyden,Belgium,2021,TV-MA,Dramas,7.0,Cecilia Verheyden,11080,5,2021,107,0
TV Show,halston,Daniel Minahan,United States,2021,TV-MA,TV Dramas,7.5,Ewan McGregor,15020,5,2021,0,1
TV Show,halston,Daniel Minahan,United States,2021,TV-MA,TV Dramas,7.5,Daniel Minahan,795,5,2021,0,1
Movie,i am all girls,Donovan Marsh,South Africa,2021,TV-MA,Dramas,5.9,Donovan Marsh,6139,5,2021,107,0
Movie,jungle beat: the movie,Brent Dawes,Mauritius,2021,TV-Y7,Children & Family Movies,5.4,Brent Dawes,1058,5,2021,90,0
Movie,the woman in the window,Joe Wright,United States,2021,R,Dramas,5.7,Joe Wright,74469,5,2021,102,0
TV Show,use for my talent,Cai Cong,Not Given,2021,TV-14,International TV Shows,7.4,Shen Yue,323,5,2021,0,1
Movie,illegal woman,Ramon Térmens,Spain,2020,TV-MA,Dramas,6.2,Ramon Térmens,206,5,2021,119,0
Movie,deadly switch,Svetlana Cvetko,United States,2019,TV-PG,Independent Movies,4.5,Svetlana Cvetko,1396,5,2021,86,0
Movie,nayattu,Martin Prakkat,India,2021,TV-MA,Dramas,8.1,Martin Prakkat,7255,5,2021,122,0
Movie,super me,Zhang Chong,China,2021,TV-14,Action & Adventure,5.8,Chong Zhang,1653,5,2021,104,0
Movie,in our mothers' gardens,Shantrelle P. Lewis,United States,2020,TV-MA,Documentaries,8.6,Shantrelle P. Lewis,141,5,2021,85,0
